,index,id,date,time,user_id,username,name,tweet,language,link,EYD,remove_stopword,Stemming,Token,label
122,122,1.6e+18,12/8/2022,22:05:24,1.4e+18,sehunaw2,Sehunaw,kalian ga takut apa nanti jadi dampak buruk kaya liat sekarang cewe indo pengen banget dapet laki bule dengan ini bisa mem filter laki mana ya g mokondo mana yang dia milikku bukan milikmu dia untukku bukan untuk mu pergilah kamu jangan kau ganggu biar kan aku mendekatinya,in,https://twitter.com/Sehunaw2/status/1600869156814888960,kalian tidak takut apa nanti jadi dampak buruk kayak lihat sekarang cewek indonesia ingin banget dapat laki bule dengan ini bisa mem filter laki mana ya tidak modal kontol doang mana yang dia milikku bukan milikmu dia untukku bukan untuk mu pergilah kamu jangan kamu ganggu biar kan aku mendekatinya,takut dampak buruk lihat cewek indonesia laki bule mem filter laki ya modal kontol doang milikku milikmu untukku mu pergilah ganggu mendekatinya,takut dampak buruk lihat cewek indonesia laki bule mem filter laki ya modal kontol doang milik milik untuk mu pergi ganggu dekat,"['takut', 'dampak', 'buruk', 'lihat', 'cewek', 'indonesia', 'laki', 'bule', 'mem', 'filter', 'laki', 'ya', 'modal', 'kontol', 'doang', 'milik', 'milik', 'untuk', 'mu', 'pergi', 'ganggu', 'dekat']",0
123,123,1.64e+18,4/2/2023,21:18:58,3248886918.0,wrahardian2,wrahardian,baiknya turis bule yg kedapatan makan minum di siang hari juga di deportasi agar mereka hormat dan takut pada ketegasan bangsa kita,in,https://twitter.com/wrahardian2/status/1642532075596292097,baiknya turis bule yang kedapatan makan minum di siang hari juga di deportasi agar mereka hormat dan takut pada ketegasan bangsa kita,baiknya turis bule kedapatan makan minum siang deportasi hormat takut ketegasan bangsa,baik turis bule dapat makan minum siang deportasi hormat takut tegas bangsa,"['baik', 'turis', 'bule', 'dapat', 'makan', 'minum', 'siang', 'deportasi', 'hormat', 'takut', 'tegas', 'bangsa']",0
124,124,1.64e+18,4/2/2023,18:40:34,1.31e+18,diposurop,Bekatik 🇲🇨,hahahahaha si bule keturunan pelarian bangsa yaman cemen yg leluhurnya kabur buat jualan dongeng budaya abad ke di indonesia ,in,https://twitter.com/DiposuroP/status/1642492212029300737,haha sih bule keturunan pelarian bangsa yaman takut yang leluhurnya kabur buat jualan dongeng budaya abad ke di indonesia ,haha bule keturunan pelarian bangsa yaman takut leluhurnya kabur jualan dongeng budaya abad indonesia,haha bule turun lari bangsa yaman takut leluhur kabur jual dongeng budaya abad indonesia,"['haha', 'bule', 'turun', 'lari', 'bangsa', 'yaman', 'takut', 'leluhur', 'kabur', 'jual', 'dongeng', 'budaya', 'abad', 'indonesia']",0
125,125,1.64e+18,4/2/2023,11:53:24,9.5e+17,calon_koki,Artis Gorengan📶,bapakmu pernah menukar harga diri bangsa ini hanya gara gara bule pengedar narkoba ,in,https://twitter.com/calon_koki/status/1642389745639763971,bapakmu pernah menukar harga diri bangsa ini hanya gara gara bule pengedar narkoba ,bapakmu menukar harga bangsa gara gara bule pengedar narkoba,bapak tukar harga bangsa gara gara bule edar narkoba,"['bapak', 'tukar', 'harga', 'bangsa', 'gara', 'gara', 'bule', 'edar', 'narkoba']",0
126,126,1.64e+18,4/2/2023,8:52:56,1.62e+18,bujangp34336452,Bujang.Palala,dirumah sendiripun kita diminta harus nurut bule yg datang jauh segitu rendahnya bangsa ini dimata bule,in,https://twitter.com/BujangP34336452/status/1642344332618530816,di rumah sendiripun kita diminta harus ikut bule yang datang jauh sebegitu rendahnya bangsa ini dimata bule,rumah sendiripun bule rendahnya bangsa dimata bule,rumah sendiri bule rendah bangsa mata bule,"['rumah', 'sendiri', 'bule', 'rendah', 'bangsa', 'mata', 'bule']",0
127,127,1.64e+18,4/1/2023,9:02:07,2902552405.0,wisnuw2019,jinjanjun,bukan cuma golongan kaum muslim aja sih di kristen juga ada di islam orang menganggap keturunan rasulullah sangar mulia di kristen orang anggap bangsa israel bangsa yang di berkati allah emang bangsa ini aja yg goblok ada bule aja minta foto,in,https://twitter.com/wisnuw2019/status/1641984254702944256,bukan cuma golongan kaum muslim saja sih di kristen juga ada di islam orang menganggap keturunan rasulullah sangar mulia di kristen orang anggap bangsa israel bangsa yang di berkati allah memang bangsa ini saja yang goblok ada bule saja meminta foto,golongan kaum muslim kristen islam orang menganggap keturunan rasulullah sangar mulia kristen orang anggap bangsa israel bangsa berkati allah bangsa goblok bule foto,golong kaum muslim kristen islam orang anggap turun rasulullah sangar mulia kristen orang anggap bangsa israel bangsa berkat allah bangsa goblok bule foto,"['golong', 'kaum', 'muslim', 'kristen', 'islam', 'orang', 'anggap', 'turun', 'rasulullah', 'sangar', 'mulia', 'kristen', 'orang', 'anggap', 'bangsa', 'israel', 'bangsa', 'berkat', 'allah', 'bangsa', 'goblok', 'bule', 'foto']",0
128,128,1.64e+18,4/1/2023,8:39:57,1.61e+18,sutantobule,Sutanto Bule,memalukan bangsa indonesia ingat lah bangsa indonesia lebih beradab daripada bangsa bangsa lain,in,https://twitter.com/SutantoBule/status/1641978676215697408,memalukan bangsa indonesia ingat lah bangsa indonesia lebih beradab daripada bangsa bangsa lain,memalukan bangsa indonesia bangsa indonesia beradab bangsa bangsa,malu bangsa indonesia bangsa indonesia adab bangsa bangsa,"['malu', 'bangsa', 'indonesia', 'bangsa', 'indonesia', 'adab', 'bangsa', 'bangsa']",0
129,129,1.64e+18,3/30/2023,10:46:53,1.36e+18,bukanbayibiasaa,Rayyanjay,ya susah kalo gitu namanya orang susah diprediksi bro wkwk lagian fenomena bule bangsat ke bali baru baru ini,in,https://twitter.com/bukanbayibiasaa/status/1641285843754295297,ya susah kalau begitu namanya orang susah diprediksi bro wkwk lagian fenomena bule bangsat ke bali baru baru ini,ya susah namanya orang susah diprediksi bro wkwk fenomena bule bangsat bali,ya susah nama orang susah prediksi bro wkwk fenomena bule bangsat bali,"['ya', 'susah', 'nama', 'orang', 'susah', 'prediksi', 'bro', 'w', 'kwk', 'fenomena', 'bule', 'bangsat', 'bali']",0
130,130,1.64e+18,3/30/2023,2:56:00,1.28e+18,cetilcetot,black,kok ada bule nya ya emang yg bule itu anak bangsa mana ,in,https://twitter.com/cetilcetot/status/1641167342544748547,kok ada bule nya ya memang yang bule itu anak bangsa mana ,bule ya bule anak bangsa,bule ya bule anak bangsa,"['bule', 'ya', 'bule', 'anak', 'bangsa']",0
131,131,1.64e+18,3/26/2023,23:04:01,1.55e+18,kpktemananies,Am_Bjorkan,di sekitaran tmpt tinggal bajingan bule itu kyk nya memang jauh dari kantor polisi atw malah mgkn emg gak ada polisi di daerah situ mky si bangsat bule kencleng bisa terus bebas berbuat semau nya tapi kalopun ada emg brani masalahin si bule bangsat ,in,https://twitter.com/kpktemananies/status/1640021797423972353,di sekitaran tempat tinggal bajingan bule itu kayak nya memang jauh dari kantor polisi atau malah mungkin memang tidak ada polisi di daerah situ mky sih bangsat bule kencleng bisa terus bebas berbuat semau nya tapi kalaupun ada memang berani masalahin sih bule bangsat ,sekitaran tinggal bajingan bule kantor polisi polisi daerah situ mky bangsat bule kencleng bebas berbuat semau berani masalahin bule bangsat,sekitar tinggal bajing bule kantor polisi polisi daerah situ mky bangsat bule kencleng bebas buat mau berani masalahin bule bangsat,"['sekitar', 'tinggal', 'bajing', 'bule', 'kantor', 'polisi', 'polisi', 'daerah', 'situ', 'mky', 'bangsat', 'bule', 'kencleng', 'bebas', 'buat', 'mau', 'berani', 'masalahin', 'bule', 'bangsat']",0
132,132,1.64e+18,4/2/2023,11:40:15,59740104.0,audaxviator71,𝐑𝐚𝐝𝐞𝐧 𝐃𝐨𝐧𝐚𝐥𝐝 𝐊𝐨𝐞𝐬𝐧𝐨🎸,bule empang kampungan sok tau itu jgn di dengerin si kunyuk yaman cumaorang goblok penjual agama,in,https://twitter.com/Audaxviator71/status/1642386438389125122,bule empang kampungan sok tau itu jangan di dengarkan sih kunyuk yaman cumaorang goblok penjual agama,bule empang kampungan sok dengarkan kunyuk yaman cumaorang goblok penjual agama,bule empang kampung sok dengar kunyuk yaman cumaorang goblok jual agama,"['bule', 'empang', 'kampung', 'sok', 'dengar', 'kunyuk', 'yaman', 'cumaorang', 'goblok', 'jual', 'agama']",0
133,133,1.64e+18,3/31/2023,12:54:01,1.02e+18,1980rangga_pras,Rangga Prasetya,itu pernyataan yg super goblok krn menghianati negara sendiri sama kayak indonesia yg terlalu lama di jajah belanda ya krn banyak bule ireng orang yg pro belanda ,in,https://twitter.com/1980Rangga_Pras/status/1641680224688705536,itu pernyataan yang super goblok karena menghianati negara sendiri sama kayak indonesia yang terlalu lama di jajah belanda ya karena banyak bule ireng orang yang pro belanda ,pernyataan super goblok menghianati negara indonesia jajah belanda ya bule ireng orang pro belanda,nyata super goblok menghianati negara indonesia jajah belanda ya bule ireng orang pro belanda,"['nyata', 'super', 'goblok', 'menghianati', 'negara', 'indonesia', 'jajah', 'belanda', 'ya', 'bule', 'ireng', 'orang', 'pro', 'belanda']",0
134,134,1.64e+18,4/3/2023,0:32:32,569775218.0,gunturbai,TOMIYUKA GIYU,bule bule kere di negaranya emang harus diginiin sih,in,https://twitter.com/GunturBai/status/1642580789736112128,bule bule kere di negaranya memang harus dibeginikan sih,bule bule kere negaranya dibeginikan,bule bule kere negara begini,"['bule', 'bule', 'kere', 'negara', 'begini']",0
135,135,1.64e+18,4/2/2023,19:12:32,58697476.0,pacarkecilku,pacarkecilku™,deportasi itu biaya ditanggung apbn kita lho mereka bule kere ga punya duit trs nyari cara biar bisa pulang gratis ke negara mereka dengan uang pajak kita harusnya mereka kena backlist biar ga bakal balik2 lagi ke negara kita ,in,https://twitter.com/pacarkecilku/status/1642500259770417152,deportasi itu biaya ditanggung anggaran pendapatan dan belanja negara kita lo mereka bule kere tidak punya duit terus mencari cara biar bisa pulang gratis ke negara mereka dengan uang pajak kita harusnya mereka kena backlist biar tidak bakal balik2 lagi ke negara kita ,deportasi biaya ditanggung anggaran pendapatan belanja negara kamu bule kere duit mencari pulang gratis negara uang pajak kena backlist balik2 negara,deportasi biaya tanggung anggar dapat belanja negara kamu bule kere duit cari pulang gratis negara uang pajak kena backlist balik2 negara,"['deportasi', 'biaya', 'tanggung', 'anggar', 'dapat', 'belanja', 'negara', 'kamu', 'bule', 'kere', 'duit', 'cari', 'pulang', 'gratis', 'negara', 'uang', 'pajak', 'kena', 'backlist', 'balik2', 'negara']",0
136,136,1.64e+18,4/2/2023,11:50:57,1.43e+18,mouse_stamp,Cap tikus,bule kere biasanya keabisan duit makanya nyari masalah biar bs dipulangin gratis ke negaranya,in,https://twitter.com/mouse_stamp/status/1642389132638064641,bule kere biasanya keabisan duit makanya mencari masalah biar bisa dipulangkan gratis ke negaranya,bule kere keabisan duit mencari dipulangkan gratis negaranya,bule kere habis duit cari pulang gratis negara,"['bule', 'kere', 'habis', 'duit', 'cari', 'pulang', 'gratis', 'negara']",0
137,137,1.64e+18,4/2/2023,5:26:12,9.65e+17,fardib98,Fara Diba,jdi bule itu privilege di indonesia tp mkin lama yg dateng mkin bnyk yg gk tau diri krena tau org indonesia itu bakal baik bgt sma mreka eh jdinya malah dimanfaatin sma para bule kere yg gk tau diri buat dateng ke indonesia ,in,https://twitter.com/fardib98/status/1642292306610126848,jadi bule itu privilege di indonesia tetapi makin lama yang datang makin banyak yang tidak tau diri karena tau orang indonesia itu bakal baik banget sama mereka eh jdinya malah dimanfaatkan sama para bule kere yang tidak tau diri buat datang ke indonesia ,bule privilege indonesia orang indonesia eh jdinya dimanfaatkan bule kere indonesia,bule privilege indonesia orang indonesia eh jdinya manfaat bule kere indonesia,"['bule', 'privilege', 'indonesia', 'orang', 'indonesia', 'eh', 'jdinya', 'manfaat', 'bule', 'kere', 'indonesia']",0
138,138,1.64e+18,4/1/2023,16:25:43,1.58e+18,guutmorgen,aimagen,belum ktemu aja ma bule kere yg gk peduli hygine,in,https://twitter.com/Guutmorgen/status/1642095891342577666,belum ketemu saja sama bule kere yang tidak peduli hygine,ketemu bule kere peduli hygine,ketemu bule kere peduli hygine,"['ketemu', 'bule', 'kere', 'peduli', 'hygine']",0
139,139,1.64e+18,4/1/2023,9:03:41,98519211.0,wah_yudi,WeBe,saya sangat setuju dengan bule ini moga via amp bisa merubah system pariwisata bali menjadi lebih baik lagi bukan bule kere yang berdatangan sementara event pd u20 malah ditolak pentolan pdip gk ada pikirannya hanya kuat egoismenya saja,in,https://twitter.com/Wah_Yudi/status/1641984648820723713,saya sangat setuju dengan bule ini semoga via amp bisa mengubah sistem pariwisata bali menjadi lebih baik lagi bukan bule kere yang berdatangan sementara event pada u20 malah ditolak pentolan partai demokrasi indonesia perjuangan tidak ada pikirannya hanya kuat egoismenya saja,setuju bule semoga via amp mengubah sistem pariwisata bali bule kere event u20 ditolak pentolan partai demokrasi indonesia perjuangan pikirannya kuat egoismenya,tuju bule semoga via amp ubah sistem pariwisata bali bule kere event u20 tolak pentol partai demokrasi indonesia juang pikir kuat egoisme,"['tuju', 'bule', 'semoga', 'via', 'amp', 'ubah', 'sistem', 'pariwisata', 'bali', 'bule', 'kere', 'event', 'u20', 'tolak', 'pentol', 'partai', 'demokrasi', 'indonesia', 'juang', 'pikir', 'kuat', 'egoisme']",1
140,140,1.64e+18,4/1/2023,8:12:12,1.61e+18,antoniwnt,antoniw,boss bali kok sekarang katanya bejibun bule level kere nyarang di pulau dewata tsb akibat obral murah yah bule berduit jadi mikir ulang klo mau ke bali bisa jadi bom waktu lho ini ,in,https://twitter.com/antoniwnt/status/1641971691533500418,bos bali kok sekarang katanya bejibun bule level kere nyarang di pulau dewata tersebut akibat obral murah ya bule berduit jadi pikir ulang kalau mau ke bali bisa jadi bom waktu lo ini ,bos bali bejibun bule level kere nyarang pulau dewata akibat obral murah ya bule berduit pikir ulang bali bom kamu,bos bali bejibun bule level kere nyarang pulau dewata akibat obral murah ya bule duit pikir ulang bali bom kamu,"['bos', 'bali', 'bejibun', 'bule', 'level', 'kere', 'nyarang', 'pulau', 'dewata', 'akibat', 'obral', 'murah', 'ya', 'bule', 'duit', 'pikir', 'ulang', 'bali', 'bom', 'kamu']",0
141,141,1.64e+18,3/31/2023,21:45:40,1.61e+18,antoniwnt,antoniw,woi boss bali seperti ga punya pamor lagi semenjak banyak bule kere membludak di pulau dewata karena kebijakan jual murah urusin segera bom waktu tuh ,in,https://twitter.com/antoniwnt/status/1641814021237268483,woi bos bali seperti tidak punya pamor lagi semenjak banyak bule kere membludak di pulau dewata karena kebijakan jual murah uruskan segera bom waktu itu ,woi bos bali pamor semenjak bule kere membludak pulau dewata kebijakan jual murah uruskan bom,woi bos bali pamor semenjak bule kere membludak pulau dewata bijak jual murah urus bom,"['w', 'oi', 'bos', 'bali', 'pamor', 'semenjak', 'bule', 'kere', 'membludak', 'pulau', 'dewata', 'bijak', 'jual', 'murah', 'urus', 'bom']",0
142,142,1.64e+18,3/31/2023,14:35:07,1.59e+18,matabelerr,@matabeler,lo siape sih i wayan coster sama bule kere aja kincep lu ,in,https://twitter.com/matabelerr/status/1641705668112707584,kamu siapa sih i wayan coster sama bule kere saja kincep kamu ,i wayan coster bule kere kincep,i wayan coster bule kere kincep,"['i', 'w', 'ayan', 'coster', 'bule', 'kere', 'kincep']",0
143,143,1.64e+18,3/31/2023,13:52:09,603433525.0,hayatgunawann,robert davis chaniago,urus bule kere dulu,in,https://twitter.com/hayatgunawann/status/1641694854714654720,urus bule kere dulu,urus bule kere,urus bule kere,"['urus', 'bule', 'kere']",0
144,144,1.64e+18,3/31/2023,12:39:40,1.45e+18,paidjo_slebor,Paidjo_Nggambleh,ini sdh lama dan hanya diam saja ato mungkin dia terima upeti makanya tindakan bule itu di diamkan sj sejak koster jd gubenur bali menjadi jajahan bule bule kere mrk semaunya sendiri tanoa menghormati hukum dan buadaya di bali,in,https://twitter.com/paidjo_slebor/status/1641676613581684736,ini sudah lama dan hanya diam saja atau mungkin dia terima upeti makanya tindakan bule itu di diamkan saja sejak koster jadi gubernur bali menjadi jajahan bule bule kere mereka semaunya sendiri tanoa menghormati hukum dan buadaya di bali,diam terima upeti tindakan bule diamkan koster gubernur bali jajahan bule bule kere tanoa menghormati hukum buadaya bali,diam terima upeti tindak bule diam koster gubernur bali jajah bule bule kere tanoa hormat hukum buadaya bali,"['diam', 'terima', 'upeti', 'tindak', 'bule', 'diam', 'koster', 'gubernur', 'bali', 'jajah', 'bule', 'bule', 'kere', 'tanoa', 'hormat', 'hukum', 'buadaya', 'bali']",0
145,145,1.64e+18,3/30/2023,22:37:57,50509502.0,ferascorp,Fera Ernawati,kasihan bali bolehnya terima bule kere yg suka bikin ribut aja nih sama gubernurnya ,in,https://twitter.com/ferascorp/status/1641464787988267009,kasihan bali bolehnya terima bule kere yang suka bikin ribut saja nih sama gubernurnya ,kasihan bali bolehnya terima bule kere suka bikin ribut gubernurnya,kasihan bali boleh terima bule kere suka bikin ribut gubernur,"['kasihan', 'bali', 'boleh', 'terima', 'bule', 'kere', 'suka', 'bikin', 'ribut', 'gubernur']",0
146,146,1.64e+18,3/30/2023,19:24:14,1.07e+18,ilikemyselfandu,aku kamu,giliran ajang bergengsi doi malah sok nolak israel yg lolos kualifikasi tp bule kere banyak tingkah banyak bikin onar d belain yahh gmn ya,in,https://twitter.com/ilikemyselfandu/status/1641416041409699840,giliran ajang bergengsi dia malah sok menolak israel yang lolos kualifikasi tetapi bule kere banyak tingkah banyak bikin onar di membela ya bagaimana ya,giliran ajang bergengsi sok menolak israel lolos kualifikasi bule kere tingkah bikin onar membela ya ya,gilir ajang gengsi sok tolak israel lolos kualifikasi bule kere tingkah bikin onar bela ya ya,"['gilir', 'ajang', 'gengsi', 'sok', 'tolak', 'israel', 'lolos', 'kualifikasi', 'bule', 'kere', 'tingkah', 'bikin', 'onar', 'bela', 'ya', 'ya']",0
147,147,1.64e+18,3/30/2023,18:47:54,190278550.0,free_witty,Free willy,gubernur yg gak bisa kerja yg membiarkan bule kere seenaknya acak acak bali ,in,https://twitter.com/free_witty/status/1641406897407553536,gubernur yang tidak bisa kerja yang membiarkan bule kere seenaknya acak acak bali ,gubernur kerja membiarkan bule kere acak acak bali,gubernur kerja biar bule kere acak acak bali,"['gubernur', 'kerja', 'biar', 'bule', 'kere', 'acak', 'acak', 'bali']",0
148,148,1.64e+18,3/30/2023,6:54:04,8.25e+17,dwightalfredo,Dwight Alfredo,israel ditolak gubernur bali bule rusia kere diterima ,in,https://twitter.com/DwightAlfredo/status/1641227255023271936,israel ditolak gubernur bali bule rusia kere diterima ,israel ditolak gubernur bali bule rusia kere diterima,israel tolak gubernur bali bule rusia kere terima,"['israel', 'tolak', 'gubernur', 'bali', 'bule', 'rusia', 'kere', 'terima']",0
149,149,1.64e+18,3/29/2023,6:04:48,2321766421.0,sportdoctorapb,Arya Pradana,voa indonesia itu gampang sekali lho ga ada screeningnya blas si wna punya duit atau tidak seperti orang beli baju online saja voa indonesia ya udah risiko akan banyak bule nakal dan kere di indonesia,in,https://twitter.com/sportdoctorapb/status/1640852467054174209,voa indonesia itu gampang sekali lo tidak ada screeningnya sama sekali sih warga negara asing punya duit atau tidak seperti orang beli baju online saja voa indonesia ya sudah risiko akan banyak bule nakal dan kere di indonesia,voa indonesia gampang kamu screeningnya warga negara asing duit orang beli baju online voa indonesia ya risiko bule nakal kere indonesia,voa indonesia gampang kamu screeningnya warga negara asing duit orang beli baju online voa indonesia ya risiko bule nakal kere indonesia,"['voa', 'indonesia', 'gampang', 'kamu', 'screeningnya', 'w', 'arga', 'negara', 'asing', 'duit', 'orang', 'beli', 'baju', 'online', 'voa', 'indonesia', 'ya', 'risiko', 'bule', 'nakal', 'kere', 'indonesia']",0
150,150,1.64e+18,3/28/2023,23:07:46,1.6e+18,gokusen77711126,Gokusen,beresin bule kere di bali dia tdk mampu kok ngurusin bola,in,https://twitter.com/Gokusen77711126/status/1640747516621737984,bereskan bule kere di bali dia tidak mampu kok mengurus bola,bereskan bule kere bali mengurus bola,beres bule kere bali urus bola,"['beres', 'bule', 'kere', 'bali', 'urus', 'bola']",0
151,151,1.64e+18,3/28/2023,20:32:45,8.78e+17,brijadier,RÈGAV wajendra hill vadid,heh kalo orang bule jadinya kere gimana sih lu,in,https://twitter.com/brijadier/status/1640708506277019657,he kalau orang bule jadinya kere bagaimana sih kamu,he orang bule kere,he orang bule kere,"['he', 'orang', 'bule', 'kere']",0
152,152,1.64e+18,3/28/2023,19:16:56,1.45e+18,paidjo_slebor,Paidjo_Nggambleh,cen gubenurmu kakean gaya kakean pencitraan kerjone mong glelang gleleng neng medsos tok kok mas kae kerjone yo mong nyangkem tok mulane bali di jajah bule kere ,in,https://twitter.com/paidjo_slebor/status/1640689427029856258,cen gubenurmu kebanyakan gaya kebanyakan pencitraan kerjone mong glelang gleleng neng media sosial tok kok mas itu kerjone iya mong nyangkem tok mulane bali di jajah bule kere ,cen gubenurmu kebanyakan gaya kebanyakan pencitraan kerjone mong glelang gleleng neng media sosial tok mas kerjone mong nyangkem tok mulane bali jajah bule kere,cen gubenurmu banyak gaya banyak citra kerjone mong glelang gleleng neng media sosial tok mas kerjone mong nyangkem tok mulane bali jajah bule kere,"['cen', 'gubenurmu', 'banyak', 'gaya', 'banyak', 'citra', 'kerjone', 'mong', 'glelang', 'gleleng', 'neng', 'media', 'sosial', 'tok', 'mas', 'kerjone', 'mong', 'nyangkem', 'tok', 'mulane', 'bali', 'jajah', 'bule', 'kere']",0
153,153,1.64e+18,3/28/2023,18:39:00,268116807.0,s_zarya,Berusaha Tetap Waras😁,ngurusi begal amp kletih blom kelar ngurusi bule kere blom kelar ngurusi tawuran blom kelar peristiwa kajuruhan sebatas turut berduka amp prihatin mau coba ngasi kesempatan ekstrimis bukan yg demo berjilid bom panci amp tempat ibadah turut berpartisipasi muke gile ,in,https://twitter.com/S_Zarya/status/1640679880298995713,mengurusi begal amp kletih belum selesai mengurusi bule kere belum selesai mengurusi tawuran belum selesai peristiwa kajuruhan sebatas turut berduka amp prihatin mau coba memberi kesempatan ekstremis bukan yang demo berjilid bom panci amp tempat ibadah turut berpartisipasi muka gila ,mengurusi begal amp kletih selesai mengurusi bule kere selesai mengurusi tawuran selesai peristiwa kajuruhan sebatas berduka amp prihatin coba kesempatan ekstremis demo berjilid bom panci amp ibadah berpartisipasi muka gila,urus begal amp kletih selesai urus bule kere selesai urus tawur selesai peristiwa kajuruhan batas duka amp prihatin coba sempat ekstremis demo jilid bom panci amp ibadah partisipasi muka gila,"['urus', 'begal', 'amp', 'kletih', 'selesai', 'urus', 'bule', 'kere', 'selesai', 'urus', 'tawur', 'selesai', 'peristiwa', 'kajuruhan', 'batas', 'duka', 'amp', 'prihatin', 'coba', 'sempat', 'ekstremis', 'demo', 'jilid', 'bom', 'panci', 'amp', 'ibadah', 'partisipasi', 'muka', 'gila']",0
154,154,1.64e+18,3/28/2023,18:36:34,230657997.0,mistlef0e,monke pit,actually wished it was bali because it ll be funny to see those bulays naik motor ugal2an sampe nyongsrok di sawah ubud canggu tp lupa ini white lotus ya bukan bule kere,in,https://twitter.com/mistlef0e/status/1640679267339206657,actually wished it was bali soalnya it ll be funny to see those bulays naik motor ugal ugalan sampai nyongsrok di sawah ubud canggu tetapi lupa ini white lotus ya bukan bule kere,actually wished it was bali it ll be funny to see those bulays motor ugal ugalan nyongsrok sawah ubud canggu lupa white lotus ya bule kere,actually wished it was bali it ll be funny to see those bulays motor ugal ugalan nyongsrok sawah ubud canggu lupa white lotus ya bule kere,"['actually', 'w', 'ished', 'it', 'w', 'as', 'bali', 'it', 'll', 'be', 'funny', 'to', 'see', 'those', 'bulays', 'motor', 'ugal', 'ugalan', 'nyongsrok', 'sawah', 'ubud', 'canggu', 'lupa', 'w', 'hite', 'lotus', 'ya', 'bule', 'kere']",0
155,155,1.64e+18,3/27/2023,20:11:52,9.21e+17,lizalarilari,Lixa,ya bule kere mana masuk kesitu,in,https://twitter.com/Lizalarilari/status/1640340862877175808,ya bule kere mana masuk kesitu,ya bule kere masuk kesitu,ya bule kere masuk kesitu,"['ya', 'bule', 'kere', 'masuk', 'kesitu']",0
156,156,1.64e+18,3/27/2023,17:53:00,3731674344.0,rgwrudi,RGW,loe denger nich skrg bali adalah tempat tinggal bule kere yg ngga mampu tinggal di negara nya q maka nya gw dah ngga mau ke bali wlu gratis pswt hotel eneg liat bule kere2,in,https://twitter.com/RgwRudi/status/1640305918297640961,kamu dengar nih sekarang bali adalah tempat tinggal bule kere yang tidak mampu tinggal di negara nya aku maka nya gue sudah tidak mau ke bali wlu gratis pswt hotel eneg lihat bule kere2,dengar bali tinggal bule kere tinggal negara gue bali wlu gratis pswt hotel eneg lihat bule kere2,dengar bali tinggal bule kere tinggal negara gue bali wlu gratis pswt hotel eneg lihat bule kere2,"['dengar', 'bali', 'tinggal', 'bule', 'kere', 'tinggal', 'negara', 'gue', 'bali', 'w', 'lu', 'gratis', 'pswt', 'hotel', 'eneg', 'lihat', 'bule', 'kere2']",1
157,157,1.64e+18,3/27/2023,17:08:58,346498015.0,sandy_blackfin,sandy,gak semua bule itu cerdas yang bego amp kere juga ada kelebihannya cuma lancar aja klo pas ngobrol pake bahasa inggris daripada kita kirain canggih ternyata engga ,in,https://twitter.com/sandy_blackfin/status/1640294835499462657,tidak semua bule itu cerdas yang bego amp kere juga ada kelebihannya cuma lancar saja kalau pas mengobrol pakai bahasa inggris daripada kita kiraan canggih ternyata tidak ,bule cerdas bego amp kere kelebihannya lancar pas mengobrol pakai bahasa inggris kiraan canggih,bule cerdas bego amp kere lebih lancar pas obrol pakai bahasa inggris kira canggih,"['bule', 'cerdas', 'bego', 'amp', 'kere', 'lebih', 'lancar', 'pas', 'obrol', 'pakai', 'bahasa', 'inggris', 'kira', 'canggih']",0
158,158,1.64e+18,3/27/2023,14:38:56,3429709887.0,mel_p2003,Mel,seneng bgt ma bule itali yg ngomong ini mari ke bali krn murah meriah mencret malu saya indonesia menjual bali murah begini makanya yg datang bule kere yg nginjek martabat i love italy bro and its not cheap tq tamparannya,in,https://twitter.com/Mel_P2003/status/1640257076843642882,senang banget sama bule italia yang berbicara ini mari ke bali karena murah meriah mencret malu saya indonesia menjual bali murah begini makanya yang datang bule kere yang menginjak martabat i love italia bro and ini not cheap terima kasih tamparannya,senang bule italia berbicara mari bali murah meriah mencret malu indonesia menjual bali murah bule kere menginjak martabat i love italia bro and not cheap terima kasih tamparannya,senang bule italia bicara mari bali murah riah mencret malu indonesia jual bali murah bule kere injak martabat i love italia bro and not cheap terima kasih tampar,"['senang', 'bule', 'italia', 'bicara', 'mari', 'bali', 'murah', 'riah', 'mencret', 'malu', 'indonesia', 'jual', 'bali', 'murah', 'bule', 'kere', 'injak', 'martabat', 'i', 'love', 'italia', 'bro', 'and', 'not', 'cheap', 'terima', 'kasih', 'tampar']",1
159,159,1.64e+18,3/27/2023,13:30:58,3967310114.0,helmyedward82,Edward Helmy,kalo bule kere mah jangan coba2 ke labuan bajo ntt kelas premium yg backpacker oonzlaq hihi,in,https://twitter.com/HelmyEdward82/status/1640239973030060032,kalau bule kere adalah jangan coba coba ke labuan bajo ntt kelas premium yang backpacker oonzlaq hihi,bule kere coba coba labuan bajo ntt kelas premium backpacker oonzlaq hihi,bule kere coba coba labu bajo ntt kelas premium backpacker oonzlaq hihi,"['bule', 'kere', 'coba', 'coba', 'labu', 'bajo', 'ntt', 'kelas', 'premium', 'backpacker', 'oonzlaq', 'hihi']",0
160,160,1.64e+18,3/27/2023,13:00:11,1.01e+18,dominickmtuba,Dominick M Tuba,bule kere nda tahu aturan deportasi saja,in,https://twitter.com/DominickMTuba/status/1640232228541325313,bule kere tidak tahu aturan deportasi saja,bule kere aturan deportasi,bule kere atur deportasi,"['bule', 'kere', 'atur', 'deportasi']",0
